identifier,ra_deg,dec_deg,galactic_longitude_deg,galactic_latitude_deg,major_axis_arcmin,minor_axis_arcmin,morphology,flux_1ghz_jy,flux_limit_flag,flux_uncertain,spectral_index,spectral_index_flag,alternate_names
G015.5-00.1,274.85416666666663,-15.533333333333333,15.503026453050243,-0.15441060434155482,9.0,8.0,?,1.2000000476837158,,?,0.550000011920929,?,
G015.9+00.2,274.71666666666664,-15.033333333333333,15.880899349269328,0.19886695799297213,7.0,5.0,S?,5.0,,,0.6299999952316284,,
G016.0-00.5,275.4833333333333,-15.233333333333333,16.053511744565707,-0.5480747347893001,15.0,10.0,S,2.700000047683716,,,0.6000000238418579,,
G016.2-02.7,277.4166666666667,-16.133333333333333,16.124680753158902,-2.614345279922127,17.0,17.0,S,2.5,,,0.4000000059604645,,
G016.7+00.1,275.2333333333333,-14.333333333333334,16.733927116009745,0.08869552329400913,4.0,4.0,C,3.0,,,0.6000000238418579,,
G017.0-00.0,275.4875,-14.133333333333333,17.026327947454288,-0.034581129591036396,5.0,5.0,S,0.5,,,0.5,,
G017.4-02.3,277.72916666666663,-14.866666666666667,17.388439159701598,-2.2965839553053637,24.0,24.0,S,5.0,,,0.5,?,
G017.4-00.1,275.7833333333333,-13.766666666666667,17.484868870209336,-0.11591881459182594,6.0,6.0,S,0.4000000059604645,,,0.699999988079071,,
G017.8-02.6,278.2083333333333,-14.65,17.794582165589826,-2.6080247191610155,24.0,24.0,S,5.0,,,0.5,,
G017.8+16.7,261.0416666666666,-5.166666666666667,17.863627555417867,16.759981450233308,51.0,45.0,S?,2.700000047683716,,,0.800000011920929,,
G018.1-00.1,276.1416666666666,-13.183333333333334,18.163474992081508,-0.15060919169616474,8.0,8.0,S,4.599999904632568,,,0.5,,
G018.6-00.2,276.4791666666667,-12.833333333333334,18.62655534325817,-0.2778658566221881,6.0,6.0,S,1.399999976158142,,,0.4000000059604645,,
G018.8+00.3,275.9916666666666,-12.383333333333333,18.80201875646424,0.3530412815600959,17.0,11.0,S,33.0,,,0.46000000834465027,,Kes 67
G018.9-01.1,277.4583333333333,-12.966666666666667,18.952269231840678,-1.1848873384638834,33.0,33.0,C?,37.0,,,0.38999998569488525,,
G019.1+00.2,276.23333333333323,-12.116666666666667,19.148190037749686,0.2690560951823022,27.0,27.0,S,10.0,,,0.5,,
G020.0-00.2,277.0291666666666,-11.583333333333334,19.983081513158037,-0.17144629382041227,10.0,10.0,F,10.0,,,0.10000000149011612,,
G021.0-00.4,277.79999999999995,-10.783333333333333,21.042545302248232,-0.4704389661008202,9.0,7.0,S,1.100000023841858,,,0.6000000238418579,,
G021.5-00.9,278.38749999999993,-10.583333333333334,21.48659011223266,-0.8901376775851102,5.0,5.0,C,7.0,,,nan,v,
G021.6-00.8,278.4166666666667,-10.416666666666666,21.64772883256551,-0.8387524182533053,13.0,13.0,S,1.399999976158142,,,0.5,?,
G021.8-03.0,280.4583333333333,-11.266666666666667,21.810801659593274,-3.010564655053995,60.0,60.0,S,5.0,,,0.699999988079071,,
G021.8-00.6,278.1875,-10.133333333333333,21.795100097913036,-0.5079823260923003,20.0,20.0,S,65.0,,,0.5600000023841858,,Kes 69
G022.7-00.2,278.3125,-9.216666666666667,22.665186836060922,-0.19423003018336124,26.0,26.0,S?,33.0,,,0.6000000238418579,,
G023.3-00.3,278.68749999999994,-8.8,23.205678738503497,-0.33084101951437667,27.0,27.0,S,70.0,,,0.5,,W41
G024.7-00.6,279.6791666666666,-7.533333333333333,24.78179989099268,-0.620633336341864,15.0,15.0,S?,8.0,,,0.5,,
G024.7+00.6,278.54166666666663,-7.083333333333333,24.662801561232843,0.5882092977636435,30.0,15.0,C?,20.0,,?,0.20000000298023224,?,
G025.1-02.3,281.29166666666663,-8.0,25.096836356378706,-2.2550297731129567,80.0,30.0,S,8.0,,,0.5,?,
G027.4+00.0,280.32916666666665,-4.933333333333334,27.388965227390862,-0.0038665269073203446,4.0,4.0,S,6.0,,,0.6800000071525574,,4C-04.71
G027.8+00.6,279.95833333333326,-4.4,27.693861677713215,0.5689263902748509,50.0,30.0,F,30.0,,,nan,v,
G028.3+00.2,280.62499999999994,-3.966666666666667,28.38347395474125,0.17610091967935057,10.0,10.0,S,1.2999999523162842,,?,0.699999988079071,?,
G028.6-00.1,280.97916666666663,-3.8833333333333333,28.619102823061095,-0.10006913133347117,13.0,9.0,S,3.0,,?,nan,?,
G028.7-00.4,281.37499999999994,-3.9,28.78464305713533,-0.45900816669014755,9.0,9.0,S,0.8999999761581421,,?,0.800000011920929,?,
G028.8+01.5,279.74999999999994,-2.9166666666666665,28.91736885301184,1.4332278190533754,100.0,100.0,S?,nan,,?,0.4000000059604645,?,
G029.3+00.1,281.15,-3.1,29.393815754344406,0.10610301580318357,10.0,10.0,C?,2.5,,?,nan,?,
G029.6+00.1,281.21666666666664,-2.95,29.557663167723856,0.11538688670342656,5.0,5.0,S,0.5,,?,0.5,?,
G029.7-00.3,281.6041666666666,-2.9833333333333334,29.70467818994092,-0.2441292210344597,3.0,3.0,C,9.0,,,0.699999988079071,,Kes 75
G030.7-02.0,283.6041666666666,-2.9,30.689266555154152,-1.9840817574670475,16.0,16.0,?,0.5,,?,0.699999988079071,?,
G030.7+01.0,281.0,-1.5333333333333332,30.719143023500337,0.9549826583078062,24.0,18.0,S?,6.0,,,0.4000000059604645,,
G031.5-00.6,282.79166666666663,-1.5166666666666666,31.55114024370882,-0.6311774276905494,18.0,18.0,S?,2.0,,?,nan,?,
G031.9+00.0,282.35416666666663,-0.9166666666666666,31.885698096345784,0.03169025012353873,7.0,5.0,S,25.0,,,nan,v,3C391
G032.0-04.9,286.5,-3.0,31.916477837047204,-4.605689151764497,60.0,60.0,S?,22.0,,?,0.5,?,3C396.1
G032.1-00.9,283.29166666666663,-1.1333333333333333,32.12024096690254,-0.9013490910370033,40.0,40.0,C?,4.0,,?,0.699999988079071,?,
